experiment,fishID,half,code,prePost,largeMalePosition,fishName,treatment,totalTime,number_transits
mc,fid31,p2,right side,pre,left,bailey,LL.csv,11.412500000000009,30
mc,fid31,p3,center,post,left,bailey,LL.csv,7.074499999999986,18.5
mc,fid31,p3,center,pre,right,bailey,LL.csv,46.11550000000001,54.5
mc,fid31,p3,left screen,post,left,bailey,LL.csv,2.8015000000000043,18.5
mc,fid31,p3,left screen,pre,right,bailey,LL.csv,42.80999999999999,54.5
mc,fid31,p3,left side,post,left,bailey,LL.csv,5.873999999999995,18.5
mc,fid31,p3,left side,pre,right,bailey,LL.csv,60.99100000000004,54.5
mc,fid31,p3,plant,post,left,bailey,LL.csv,2.268000000000015,18.5
mc,fid31,p3,plant,pre,right,bailey,LL.csv,6.606499999999983,54.5
mc,fid31,p3,right screen,post,left,bailey,LL.csv,269.19300000000004,18.5
mc,fid31,p3,right screen,pre,right,bailey,LL.csv,89.40650000000001,54.5
mc,fid31,p3,right side,post,left,bailey,LL.csv,9.678999999999931,18.5
mc,fid31,p3,right side,pre,right,bailey,LL.csv,51.44699999999999,54.5
mc,fid32,p1,center,post,none,claire,INT.csv,14.690000000000008,30
mc,fid32,p1,center,pre,none,claire,INT.csv,28.830000000000005,28
mc,fid32,p1,left screen,post,none,claire,INT.csv,33.899999999999984,30
mc,fid32,p1,left screen,pre,none,claire,INT.csv,70.83449999999999,28
mc,fid32,p1,left side,post,none,claire,INT.csv,21.35200000000001,30
mc,fid32,p1,left side,pre,none,claire,INT.csv,40.91250000000001,28
mc,fid32,p1,plant,post,none,claire,INT.csv,14.94599999999999,30
mc,fid32,p1,plant,pre,none,claire,INT.csv,95.594,28
mc,fid32,p1,right screen,post,none,claire,INT.csv,194.857,30
mc,fid32,p1,right screen,pre,none,claire,INT.csv,36.16900000000001,28
mc,fid32,p1,right side,post,none,claire,INT.csv,17.616000000000028,30
mc,fid32,p1,right side,pre,none,claire,INT.csv,22.541999999999984,28
mc,fid32,p2,center,pre,right,claire,INT.csv,4.055500000000009,5
mc,fid32,p2,left screen,pre,right,claire,INT.csv,287.137,5
mc,fid32,p2,left side,pre,right,claire,INT.csv,7.695000000000007,5
mc,fid32,p2,right screen,post,left,claire,INT.csv,293.452,5
mc,fid32,p2,right side,post,left,claire,INT.csv,4.266999999999996,5
mc,fid32,p3,center,pre,left,claire,INT.csv,1.5969999999999942,5
mc,fid32,p3,left screen,pre,left,claire,INT.csv,291.35,3
mc,fid32,p3,left side,pre,left,claire,INT.csv,6.672999999999995,3
mc,fid32,p3,right screen,post,right,claire,INT.csv,299.805,1
mc,fid33,p1,center,post,none,barbara,INT.csv,8.009000000000004,23
mc,fid33,p1,left screen,post,none,barbara,INT.csv,252.00500000000002,23
mc,fid33,p1,left side,post,none,barbara,INT.csv,16.012999999999998,23
mc,fid33,p1,right screen,post,none,barbara,INT.csv,16.419000000000004,23
mc,fid33,p1,right side,post,none,barbara,INT.csv,6.667999999999994,23
mc,fid33,p2,center,post,right,barbara,INT.csv,2.569000000000017,15
mc,fid33,p2,left screen,post,right,barbara,INT.csv,275.91599999999994,15
mc,fid33,p2,left side,post,right,barbara,INT.csv,12.542999999999985,15
mc,fid33,p2,plant,post,right,barbara,INT.csv,2.9329999999999927,15
mc,fid33,p2,right screen,post,right,barbara,INT.csv,4.670999999999992,15
mc,fid33,p2,right side,post,right,barbara,INT.csv,3.736000000000047,15
mc,fid33,p3,center,post,left,barbara,INT.csv,5.609999999999985,13
mc,fid33,p3,left screen,post,left,barbara,INT.csv,280.36300000000006,13
mc,fid33,p3,left side,post,left,barbara,INT.csv,9.947999999999965,13
mc,fid33,p3,right side,post,left,barbara,INT.csv,3.736000000000004,13
mc,fid34,p1,center,post,none,charlotte,INT.csv,40.56299999999999,78
mc,fid34,p1,center,pre,none,charlotte,INT.csv,15.21750000000001,39.5
mc,fid34,p1,left screen,post,none,charlotte,INT.csv,73.40699999999995,78
mc,fid34,p1,left screen,pre,none,charlotte,INT.csv,15.891000000000002,39.5
mc,fid34,p1,left side,post,none,charlotte,INT.csv,42.98100000000003,78
mc,fid34,p1,left side,pre,none,charlotte,INT.csv,10.142999999999997,39.5
mc,fid34,p1,plant,post,none,charlotte,INT.csv,33.746,78
mc,fid34,p1,plant,pre,none,charlotte,INT.csv,12.141999999999996,39.5
mc,fid34,p1,right screen,post,none,charlotte,INT.csv,72.074,78
mc,fid34,p1,right screen,pre,none,charlotte,INT.csv,216.94600000000003,39.5
mc,fid34,p1,right side,post,none,charlotte,INT.csv,36.64199999999999,78
mc,fid34,p1,right side,pre,none,charlotte,INT.csv,28.101999999999997,39.5
mc,fid34,p2,center,post,charlotte,INT.csv,NA,10.751000000000014,47
mc,fid34,p2,center,post,left,charlotte,INT.csv,7.591499999999996,26
mc,fid34,p2,center,pre,right,charlotte,INT.csv,19.780999999999963,70.5
mc,fid34,p2,left screen,post,charlotte,INT.csv,NA,6.675999999999997,47
mc,fid34,p2,left screen,post,left,charlotte,INT.csv,6.404499999999999,26
mc,fid34,p2,left screen,pre,right,charlotte,INT.csv,18.949500000000015,70.5
mc,fid34,p2,left side,post,charlotte,INT.csv,NA,12.377999999999995,47
mc,fid34,p2,left side,post,left,charlotte,INT.csv,10.80950000000001,26
mc,fid34,p2,left side,pre,right,charlotte,INT.csv,24.372000000000014,70.5
mc,fid34,p2,plant,post,charlotte,INT.csv,NA,5.868000000000002,47
mc,fid34,p2,plant,post,left,charlotte,INT.csv,8.811,26
mc,fid34,p2,plant,pre,right,charlotte,INT.csv,18.56899999999999,70.5
mc,fid34,p2,right screen,post,charlotte,INT.csv,NA,235.09400000000002,47
mc,fid34,p2,right screen,post,left,charlotte,INT.csv,251.75400000000005,26
mc,fid34,p2,right screen,pre,right,charlotte,INT.csv,175.12199999999993,70.5
mc,fid34,p2,right side,post,charlotte,INT.csv,NA,28.59399999999998,47
mc,fid34,p2,right side,post,left,charlotte,INT.csv,13.995999999999963,26
mc,fid34,p2,right side,pre,right,charlotte,INT.csv,41.64550000000003,70.5
mc,fid34,p3,center,pre,left,charlotte,INT.csv,21.7565,44
mc,fid34,p3,left screen,pre,left,charlotte,INT.csv,11.208500000000004,44
mc,fid34,p3,left side,pre,left,charlotte,INT.csv,22.76099999999999,44
mc,fid34,p3,plant,pre,left,charlotte,INT.csv,3.2040000000000006,43
mc,fid34,p3,right screen,post,right,charlotte,INT.csv,292.044,7
mc,fid34,p3,right screen,pre,left,charlotte,INT.csv,194.904,44
mc,fid34,p3,right side,post,right,charlotte,INT.csv,8.076000000000036,7
mc,fid34,p3,right side,pre,left,charlotte,INT.csv,46.15899999999999,44
mc,fid35,p1,center,post,none,beatrice,INT.csv,7.207000000000001,22
mc,fid35,p1,left side,post,none,beatrice,INT.csv,14.143,22
mc,fid35,p1,plant,post,none,beatrice,INT.csv,27.321000000000005,22
mc,fid35,p1,right screen,post,none,beatrice,INT.csv,225.945,22
mc,fid35,p1,right side,post,none,beatrice,INT.csv,24.120999999999995,22
mc,fid35,p2,center,post,right,beatrice,INT.csv,30.394999999999982,18
mc,fid35,p2,left screen,post,right,beatrice,INT.csv,128.62300000000005,18
mc,fid35,p2,left side,post,right,beatrice,INT.csv,16.890999999999977,18
mc,fid35,p2,plant,post,right,beatrice,INT.csv,24.718999999999994,18
mc,fid35,p2,right screen,post,right,beatrice,INT.csv,85.67099999999999,18
mc,fid35,p2,right side,post,right,beatrice,INT.csv,13.947999999999993,18
mc,fid35,p3,center,post,left,beatrice,INT.csv,26.664000000000016,33
mc,fid35,p3,left screen,post,left,beatrice,INT.csv,171.78,33
mc,fid35,p3,left side,post,left,beatrice,INT.csv,38.43500000000001,33
mc,fid35,p3,plant,post,left,beatrice,INT.csv,0.5339999999999918,33
mc,fid35,p3,right screen,post,left,beatrice,INT.csv,31.126,33
mc,fid35,p3,right side,post,left,beatrice,INT.csv,30.399999999999984,33
mc,fid36,p1,center,post,none,bethany,LS.csv,22.560000000000006,39
mc,fid36,p1,center,pre,none,bethany,LS.csv,32.8755,75.5
mc,fid36,p1,left screen,post,none,bethany,LS.csv,9.344000000000008,39
mc,fid36,p1,left screen,pre,none,bethany,LS.csv,57.378,75.5
mc,fid36,p1,left side,post,none,bethany,LS.csv,19.884,39
mc,fid36,p1,left side,pre,none,bethany,LS.csv,54.68899999999998,75.5
mc,fid36,p1,plant,post,none,bethany,LS.csv,3.4559999999999995,40.5
mc,fid36,p1,plant,pre,none,bethany,LS.csv,20.41950000000002,75.5
mc,fid36,p1,right screen,post,none,bethany,LS.csv,210.18899999999996,39
mc,fid36,p1,right screen,pre,none,bethany,LS.csv,83.6515,75.5
mc,fid36,p1,right side,post,none,bethany,LS.csv,34.96199999999996,39
mc,fid36,p1,right side,pre,none,bethany,LS.csv,46.07550000000003,75.5
mc,fid36,p2,center,post,left,bethany,LS.csv,16.080999999999996,19
mc,fid36,p2,center,pre,right,bethany,LS.csv,25.181000000000033,49.5
mc,fid36,p2,left screen,post,left,bethany,LS.csv,159.95499999999998,19
mc,fid36,p2,left screen,pre,right,bethany,LS.csv,2.4184999999999945,49.5
mc,fid36,p2,left side,post,left,bethany,LS.csv,19.521000000000008,19
mc,fid36,p2,left side,pre,right,bethany,LS.csv,23.884999999999977,49.5
mc,fid36,p2,plant,post,left,bethany,LS.csv,3.5874999999999986,23
mc,fid36,p2,plant,pre,right,bethany,LS.csv,22.6755,49.5
mc,fid36,p2,right screen,post,left,bethany,LS.csv,83.816,19
mc,fid36,p2,right screen,pre,right,bethany,LS.csv,181.971,49.5
mc,fid36,p2,right side,post,left,bethany,LS.csv,17.179999999999993,19
mc,fid36,p2,right side,pre,right,bethany,LS.csv,36.974,49.5
mc,fid36,p3,center,post,right,bethany,LS.csv,52.605999999999945,68
mc,fid36,p3,center,pre,left,bethany,LS.csv,35.60500000000006,81
mc,fid36,p3,left screen,post,right,bethany,LS.csv,17.649000000000015,68
mc,fid36,p3,left screen,pre,left,bethany,LS.csv,64.95049999999998,81
mc,fid36,p3,left side,post,right,bethany,LS.csv,30.702000000000005,68
mc,fid36,p3,left side,pre,left,bethany,LS.csv,58.90050000000003,81
mc,fid36,p3,plant,post,right,bethany,LS.csv,60.413,68
mc,fid36,p3,plant,pre,left,bethany,LS.csv,13.746499999999976,81
mc,fid36,p3,right screen,post,right,bethany,LS.csv,72.34400000000005,68
mc,fid36,p3,right screen,pre,left,bethany,LS.csv,68.73350000000002,81
mc,fid36,p3,right side,post,right,bethany,LS.csv,63.138000000000005,68
mc,fid36,p3,right side,pre,left,bethany,LS.csv,56.200500000000005,81
mc,fid37,p1,center,post,none,bianca,LL.csv,2.405000000000003,15
mc,fid37,p1,center,pre,none,bianca,LL.csv,7.249500000000016,22
mc,fid37,p1,left screen,post,none,bianca,LL.csv,228.655,15
mc,fid37,p1,left screen,pre,none,bianca,LL.csv,229.0315,22
mc,fid37,p1,left side,post,none,bianca,LL.csv,15.479000000000006,15
mc,fid37,p1,left side,pre,none,bianca,LL.csv,14.827999999999998,22
mc,fid37,p1,plant,post,none,bianca,LL.csv,15.221,15
mc,fid37,p1,plant,pre,none,bianca,LL.csv,35.39299999999995,22
mc,fid37,p1,right screen,post,none,bianca,LL.csv,4.541000000000004,15
mc,fid37,p1,right screen,pre,none,bianca,LL.csv,5.271500000000001,22
mc,fid37,p1,right side,post,none,bianca,LL.csv,20.925000000000004,15
mc,fid37,p1,right side,pre,none,bianca,LL.csv,7.338999999999998,22
mc,fid37,p2,center,post,right,bianca,LL.csv,6.129999999999967,11
mc,fid37,p2,center,pre,left,bianca,LL.csv,8.063000000000002,39.5
mc,fid37,p2,left screen,post,right,bianca,LL.csv,143.687,11
mc,fid37,p2,left screen,pre,left,bianca,LL.csv,166.60700000000003,39.5
mc,fid37,p2,left side,post,right,bianca,LL.csv,9.841999999999985,11
mc,fid37,p2,left side,pre,left,bianca,LL.csv,20.620999999999995,39.5
mc,fid37,p2,plant,post,right,bianca,LL.csv,2.1030000000000086,13
mc,fid37,p2,plant,pre,left,bianca,LL.csv,1.4674999999999994,39.5
mc,fid37,p2,right screen,post,right,bianca,LL.csv,128.566,11
mc,fid37,p2,right screen,pre,left,bianca,LL.csv,88.62449999999998,39.5
mc,fid37,p2,right side,post,right,bianca,LL.csv,11.108000000000004,11
mc,fid37,p2,right side,pre,left,bianca,LL.csv,13.452499999999997,39.5
mc,fid37,p3,center,pre,right,bianca,LL.csv,17.89249999999998,44.5
mc,fid37,p3,left screen,pre,right,bianca,LL.csv,55.604500000000016,44.5
mc,fid37,p3,left side,pre,right,bianca,LL.csv,30.891999999999992,44.5
mc,fid37,p3,plant,pre,right,bianca,LL.csv,1.6005000000000038,44.5
mc,fid37,p3,right screen,post,left,bianca,LL.csv,299.855,1
mc,fid37,p3,right screen,pre,right,bianca,LL.csv,155.74849999999998,44.5
mc,fid37,p3,right side,post,left,bianca,LL.csv,4.874999999999975,9
mc,fid37,p3,right side,pre,right,bianca,LL.csv,35.629000000000005,44.5
mc,fid38,p1,center,post,none,audrey,FF.csv,11.121,34
mc,fid38,p1,center,pre,none,audrey,FF.csv,1.0670000000000073,7
mc,fid38,p1,left screen,post,none,audrey,FF.csv,44.04800000000001,34
mc,fid38,p1,left screen,pre,none,audrey,FF.csv,203.2895,13
mc,fid38,p1,left side,post,none,audrey,FF.csv,24.86200000000002,34
mc,fid38,p1,left side,pre,none,audrey,FF.csv,4.669500000000006,13
mc,fid38,p1,plant,post,none,audrey,FF.csv,19.485000000000014,34
mc,fid38,p1,plant,pre,none,audrey,FF.csv,30.648499999999995,13
mc,fid38,p1,right screen,post,none,audrey,FF.csv,183.173,34
mc,fid38,p1,right screen,pre,none,audrey,FF.csv,54.793000000000006,13
mc,fid38,p1,right side,post,none,audrey,FF.csv,14.274000000000008,34
mc,fid38,p1,right side,pre,none,audrey,FF.csv,3.163999999999997,13
mc,fid38,p2,center,pre,right,audrey,FF.csv,5.885000000000004,27
mc,fid38,p2,left screen,pre,right,audrey,FF.csv,5.203500000000005,27
mc,fid38,p2,left side,pre,right,audrey,FF.csv,6.408999999999997,27
mc,fid38,p2,plant,pre,right,audrey,FF.csv,33.096999999999994,27
mc,fid38,p2,right screen,post,left,audrey,FF.csv,299.66,1
mc,fid38,p2,right screen,pre,right,audrey,FF.csv,241.2795,27
mc,fid38,p2,right side,post,left,audrey,FF.csv,6.91200000000002,27
mc,fid38,p2,right side,pre,right,audrey,FF.csv,9.874999999999995,27
mc,fid38,p3,center,post,right,audrey,FF.csv,1.2009999999999998,4
mc,fid38,p3,left side,post,right,audrey,FF.csv,0.7989999999999999,4
mc,fid38,p3,right screen,post,right,audrey,FF.csv,295.389,4
mc,fid38,p3,right screen,pre,left,audrey,FF.csv,296.59749999999997,3
mc,fid38,p3,right side,post,right,audrey,FF.csv,1.5515,4
mc,fid38,p3,right side,pre,left,audrey,FF.csv,4.907499999999995,7
mc,fid39,p1,right screen,pre,none,alexandra,INT.csv,296.04499999999996,2.5
mc,fid39,p1,right side,pre,none,alexandra,INT.csv,2.668999999999997,3
mc,fid39,p2,center,pre,right,alexandra,INT.csv,7.457500000000067,19
mc,fid39,p2,left screen,pre,right,alexandra,INT.csv,8.138999999999982,19
mc,fid39,p2,left side,pre,right,alexandra,INT.csv,8.845499999999987,19
mc,fid39,p2,right screen,pre,right,alexandra,INT.csv,258.49299999999994,19
mc,fid39,p2,right side,pre,right,alexandra,INT.csv,14.670499999999947,19
mc,fid39,p3,left screen,pre,left,alexandra,INT.csv,298.53049999999996,4
mc,fid39,p3,left side,pre,left,alexandra,INT.csv,2.617499999999996,8
mc,fid4,p1,center,post,none,beyonce,FF.csv,17.744000000000007,37
mc,fid4,p1,center,pre,none,beyonce,FF.csv,24.972500000000018,127.5
mc,fid4,p1,left screen,post,none,beyonce,FF.csv,46.715,37
mc,fid4,p1,left screen,pre,none,beyonce,FF.csv,72.62349999999999,127.5
mc,fid4,p1,left side,post,none,beyonce,FF.csv,56.85199999999999,37
mc,fid4,p1,left side,pre,none,beyonce,FF.csv,46.37649999999999,127.5
mc,fid4,p1,plant,post,none,beyonce,FF.csv,22.69100000000001,37
mc,fid4,p1,plant,pre,none,beyonce,FF.csv,22.95100000000001,127.5
mc,fid4,p1,right screen,post,none,beyonce,FF.csv,109.16899999999993,37
mc,fid4,p1,right screen,pre,none,beyonce,FF.csv,79.41900000000001,127.5
mc,fid4,p1,right side,post,none,beyonce,FF.csv,48.4140000000001,37
mc,fid4,p1,right side,pre,none,beyonce,FF.csv,52.64749999999995,127.5
mc,fid4,p2,center,post,left,beyonce,FF.csv,9.342999999999964,69
mc,fid4,p2,center,pre,right,beyonce,FF.csv,18.644499999999987,106.5
mc,fid4,p2,left screen,post,left,beyonce,FF.csv,107.03599999999992,69
mc,fid4,p2,left screen,pre,right,beyonce,FF.csv,77.57549999999998,106.5
mc,fid4,p2,left side,post,left,beyonce,FF.csv,85.89800000000012,69
mc,fid4,p2,left side,pre,right,beyonce,FF.csv,71.5090000000001,106.5
mc,fid4,p2,plant,post,left,beyonce,FF.csv,34.589000000000084,69
mc,fid4,p2,plant,pre,right,beyonce,FF.csv,22.37349999999997,106.5
mc,fid4,p2,right screen,post,left,beyonce,FF.csv,25.093999999999966,69
mc,fid4,p2,right screen,pre,right,beyonce,FF.csv,58.59600000000001,106.5
mc,fid4,p2,right side,post,left,beyonce,FF.csv,35.11700000000002,69
mc,fid4,p2,right side,pre,right,beyonce,FF.csv,51.30850000000001,106.5
mc,fid4,p3,center,post,right,beyonce,FF.csv,1.8629999999999995,16
mc,fid4,p3,center,pre,left,beyonce,FF.csv,20.685500000000033,102.5
mc,fid4,p3,left screen,post,right,beyonce,FF.csv,258.81899999999996,16
mc,fid4,p3,left screen,pre,left,beyonce,FF.csv,60.872,102.5
mc,fid4,p3,left side,post,right,beyonce,FF.csv,21.094000000000012,16
mc,fid4,p3,left side,pre,left,beyonce,FF.csv,63.18900000000009,102.5
mc,fid4,p3,plant,post,right,beyonce,FF.csv,18.303,16
mc,fid4,p3,plant,pre,left,beyonce,FF.csv,38.05249999999991,102.5
mc,fid4,p3,right screen,pre,left,beyonce,FF.csv,50.182000000000016,102.5
mc,fid4,p3,right side,pre,left,beyonce,FF.csv,66.3469999999999,102.5
mc,fid5,p1,center,post,none,abigail,LL.csv,8.540000000000006,37
mc,fid5,p1,center,pre,none,abigail,LL.csv,14.41199999999997,46.5
mc,fid5,p1,left screen,post,none,abigail,LL.csv,9.60799999999999,37
mc,fid5,p1,left screen,pre,none,abigail,LL.csv,24.97100000000001,46.5
mc,fid5,p1,left side,post,none,abigail,LL.csv,18.420999999999992,37
mc,fid5,p1,left side,pre,none,abigail,LL.csv,26.68149999999998,46.5
mc,fid5,p1,plant,post,none,abigail,LL.csv,92.65699999999998,37
mc,fid5,p1,plant,pre,none,abigail,LL.csv,45.244,46.5
mc,fid5,p1,right screen,post,none,abigail,LL.csv,141.6919999999999,37
mc,fid5,p1,right screen,pre,none,abigail,LL.csv,152.99,46.5
mc,fid5,p1,right side,post,none,abigail,LL.csv,24.2740000000001,37
mc,fid5,p1,right side,pre,none,abigail,LL.csv,36.38550000000004,46.5
mc,fid5,p2,center,post,right,abigail,LL.csv,4.27,37
mc,fid5,p2,center,pre,left,abigail,LL.csv,1.8664999999999985,23
mc,fid5,p2,left screen,post,right,abigail,LL.csv,14.713000000000001,37
mc,fid5,p2,left screen,pre,left,abigail,LL.csv,202.09050000000002,23
mc,fid5,p2,left side,post,right,abigail,LL.csv,20.554000000000002,37
mc,fid5,p2,left side,pre,left,abigail,LL.csv,28.700499999999952,23
mc,fid5,p2,plant,post,right,abigail,LL.csv,36.017000000000024,39
mc,fid5,p2,right screen,post,right,abigail,LL.csv,214.39500000000004,37
mc,fid5,p2,right screen,pre,left,abigail,LL.csv,56.856,23
mc,fid5,p2,right side,post,right,abigail,LL.csv,43.78599999999995,37
mc,fid5,p2,right side,pre,left,abigail,LL.csv,2.808,23
mc,fid5,p3,center,post,left,abigail,LL.csv,6.673000000000002,14
mc,fid5,p3,center,pre,right,abigail,LL.csv,12.143000000000015,26
mc,fid5,p3,left screen,pre,right,abigail,LL.csv,219.72299999999996,26
mc,fid5,p3,left side,pre,right,abigail,LL.csv,13.34950000000003,26
mc,fid5,p3,plant,post,left,abigail,LL.csv,10.948999999999984,14
mc,fid5,p3,plant,pre,right,abigail,LL.csv,2.134999999999991,26
mc,fid5,p3,right screen,post,left,abigail,LL.csv,270.418,14
mc,fid5,p3,right screen,pre,right,abigail,LL.csv,32.033,26
mc,fid5,p3,right side,post,left,abigail,LL.csv,10.945999999999987,14
mc,fid5,p3,right side,pre,right,abigail,LL.csv,20.813000000000002,26
mc,fid6,p1,center,post,none,beth,SS.csv,12.541999999999994,53
mc,fid6,p1,left screen,post,none,beth,SS.csv,127.2299999999999,53
mc,fid6,p1,left side,post,none,beth,SS.csv,46.44600000000007,53
mc,fid6,p1,plant,post,none,beth,SS.csv,29.895000000000007,53
mc,fid6,p1,right screen,post,none,beth,SS.csv,45.94999999999998,53
mc,fid6,p1,right side,post,none,beth,SS.csv,38.97400000000004,53
mc,fid6,p2,left screen,post,right,beth,SS.csv,286.81600000000003,16
mc,fid6,p2,left side,post,right,beth,SS.csv,12.814000000000014,19
mc,fid6,p3,left screen,post,left,beth,SS.csv,296.157,6
mc,fid6,p3,left side,post,left,beth,SS.csv,4.271000000000072,7
mc,fid7,p1,center,post,none,bella,SS.csv,4.808000000000021,27
mc,fid7,p1,left screen,post,none,bella,SS.csv,49.542,27
mc,fid7,p1,left side,post,none,bella,SS.csv,16.549000000000007,27
mc,fid7,p1,plant,post,none,bella,SS.csv,19.218000000000018,27
mc,fid7,p1,right screen,post,none,bella,SS.csv,191.25399999999996,27
mc,fid7,p1,right side,post,none,bella,SS.csv,17.35300000000003,27
mc,fid7,p2,center,post,right,bella,SS.csv,9.781000000000006,35
mc,fid7,p2,left screen,post,right,bella,SS.csv,128.39600000000002,35
mc,fid7,p2,left side,post,right,bella,SS.csv,65.66400000000002,35
mc,fid7,p2,plant,post,right,bella,SS.csv,44.602999999999966,35
mc,fid7,p2,right screen,post,right,bella,SS.csv,16.015999999999977,35
mc,fid7,p2,right side,post,right,bella,SS.csv,34.32499999999996,35
mc,fid7,p3,center,post,left,bella,SS.csv,6.138999999999982,40
mc,fid7,p3,left screen,post,left,bella,SS.csv,213.79800000000003,40
mc,fid7,p3,left side,post,left,bella,SS.csv,46.34499999999999,40
mc,fid7,p3,plant,post,left,bella,SS.csv,19.484999999999985,40
mc,fid7,p3,right screen,post,left,bella,SS.csv,3.203000000000003,40
mc,fid7,p3,right side,post,left,bella,SS.csv,8.573000000000008,40
mc,fid8,p1,center,post,none,blossom,INT.csv,42.726000000000084,43
mc,fid8,p1,left screen,post,none,blossom,INT.csv,14.950000000000003,43
mc,fid8,p1,left side,post,none,blossom,INT.csv,76.61199999999991,43
mc,fid8,p1,plant,post,none,blossom,INT.csv,80.08100000000003,43
mc,fid8,p1,right screen,post,none,blossom,INT.csv,9.873999999999988,43
mc,fid8,p1,right side,post,none,blossom,INT.csv,67.07099999999994,43
mc,fid8,p2,center,post,right,blossom,INT.csv,25.83700000000001,34
mc,fid8,p2,left screen,post,right,blossom,INT.csv,115.84900000000007,34
mc,fid8,p2,left side,post,right,blossom,INT.csv,68.33500000000005,34
mc,fid8,p2,plant,post,right,blossom,INT.csv,56.59400000000001,34
mc,fid8,p2,right screen,post,right,blossom,INT.csv,20.950999999999965,34
mc,fid8,p2,right side,post,right,blossom,INT.csv,13.550999999999974,34
mc,fid8,p3,right screen,post,left,blossom,INT.csv,298.432,1
mc,fid8,p3,right side,post,left,blossom,INT.csv,1.2014999999999958,3
mc,fid9,p1,center,post,none,catalina,LS.csv,44.475,29
mc,fid9,p1,center,pre,none,catalina,LS.csv,18.369499999999938,53.5
mc,fid9,p1,left screen,post,none,catalina,LS.csv,11.411999999999992,29
mc,fid9,p1,left screen,pre,none,catalina,LS.csv,77.3395,53.5
mc,fid9,p1,left side,post,none,catalina,LS.csv,24.293000000000042,29
mc,fid9,p1,left side,pre,none,catalina,LS.csv,75.75900000000001,53.5
mc,fid9,p1,plant,post,none,catalina,LS.csv,159.36100000000002,29
mc,fid9,p1,plant,pre,none,catalina,LS.csv,46.72300000000003,53.5
mc,fid9,p1,right screen,post,none,catalina,LS.csv,39.77499999999999,29
mc,fid9,p1,right screen,pre,none,catalina,LS.csv,46.31649999999999,53.5
mc,fid9,p1,right side,post,none,catalina,LS.csv,18.991999999999905,29
mc,fid9,p1,right side,pre,none,catalina,LS.csv,33.87900000000003,53.5
mc,fid9,p2,center,post,left,catalina,LS.csv,5.602,25
mc,fid9,p2,center,pre,right,catalina,LS.csv,5.197500000000015,45
mc,fid9,p2,left screen,post,left,catalina,LS.csv,5.0265,25.5
mc,fid9,p2,left screen,pre,right,catalina,LS.csv,6.006499999999999,48
mc,fid9,p2,left side,post,left,catalina,LS.csv,22.824,25
mc,fid9,p2,left side,pre,right,catalina,LS.csv,19.490499999999997,48
mc,fid9,p2,plant,post,left,catalina,LS.csv,169.507,25
mc,fid9,p2,plant,pre,right,catalina,LS.csv,10.4145,48
mc,fid9,p2,right screen,post,left,catalina,LS.csv,30.694999999999993,25
mc,fid9,p2,right screen,pre,right,catalina,LS.csv,161.86650000000003,48
mc,fid9,p2,right side,post,left,catalina,LS.csv,62.461000000000034,25
mc,fid9,p2,right side,pre,right,catalina,LS.csv,98.51649999999992,48
mc,fid9,p3,center,post,right,catalina,LS.csv,16.28,23
mc,fid9,p3,center,pre,left,catalina,LS.csv,2.337500000000027,44.5
mc,fid9,p3,left screen,post,right,catalina,LS.csv,97.137,23
mc,fid9,p3,left screen,pre,left,catalina,LS.csv,35.357000000000006,44.5
mc,fid9,p3,left side,post,right,catalina,LS.csv,8.009999999999991,23
mc,fid9,p3,left side,pre,left,catalina,LS.csv,52.51999999999998,44.5
mc,fid9,p3,plant,post,right,catalina,LS.csv,97.43299999999999,23
mc,fid9,p3,plant,pre,left,catalina,LS.csv,180.18,44.5
mc,fid9,p3,right screen,post,right,catalina,LS.csv,69.16900000000001,23
mc,fid9,p3,right screen,pre,left,catalina,LS.csv,6.94100000000001,44.5
mc,fid9,p3,right side,post,right,catalina,LS.csv,10.944999999999993,23
mc,fid9,p3,right side,pre,left,catalina,LS.csv,19.996999999999986,44.5
